"","items","count","total","rnd","customer","age","city","paymentType"
"2338","hamburger meat,yogurt,rolls/buns,artif. sweetener,sauces,dish cleaner,dishes",7,2366,3,"Ahmed",30,"Giza","Credit"
"2339","rolls/buns,specialty chocolate",2,938,10,"Samy",55,"Alexandria","Credit"
"2340","instant coffee",1,802,5,"Shimaa",55,"Port Said","Credit"
"2341","canned beer",1,679,2,"Mohamed",25,"Alexandria","Cash"
"2342","pork,rolls/buns,soda",3,604,15,"Sameh",35,"Hurghada","Credit"
"2343","pork,beverages,flour,margarine,bottled beer",5,1505,2,"Mohamed",25,"Alexandria","Credit"
"2344","tropical fruit,berries,root vegetables,whole milk,yogurt,cream cheese ,rolls/buns,bottled water,soda",9,1536,9,"Maged",60,"Hurghada","Cash"
"2345","whole milk,cat food,bottled water,napkins",4,621,10,"Samy",55,"Alexandria","Credit"
"2347","beverages,processed cheese",2,225,2,"Mohamed",25,"Alexandria","Credit"
"2348","pip fruit,rolls/buns,sugar,sauces,newspapers",5,313,3,"Ahmed",30,"Giza","Credit"
"2349","pip fruit,root vegetables,other vegetables,whole milk,yogurt",5,1038,7,"Huda",39,"Gharbia","Credit"
"2350","frankfurter,sausage,meat,pip fruit,yogurt,rolls/buns,bottled water,soda,newspapers",9,1470,9,"Maged",60,"Hurghada","Credit"
"2351","sausage,pip fruit,bottled water",3,1101,6,"Walaa",29,"Cairo","Credit"
"2352","long life bakery product",1,1394,4,"Adel",50,"Alexandria","Credit"
"2353","bottled water",1,472,5,"Shimaa",55,"Port Said","Cash"
"2354","beef,root vegetables,other vegetables,whipped/sour cream",4,2263,8,"Rania",37,"Dakahlia","Cash"
"2355","domestic eggs,dish cleaner,hygiene articles",3,1670,9,"Maged",60,"Hurghada","Credit"
"2356","oil,margarine,bottled water,red/blush wine,waffles",5,902,14,"Magdy",36,"Sohag","Cash"
"2357","meat,tropical fruit,pip fruit,other vegetables,butter,pastry",6,365,13,"Sayed",37,"Cairo","Cash"
"2358","processed cheese,rolls/buns,soda",3,1182,7,"Huda",39,"Gharbia","Cash"
"2359","sausage,pork,spread cheese,frozen vegetables,pastry",5,948,15,"Sameh",35,"Hurghada","Credit"
"2360","citrus fruit,curd",2,1828,15,"Sameh",35,"Hurghada","Credit"
"2361","frozen vegetables",1,1219,9,"Maged",60,"Hurghada","Cash"
"2362","sausage,rolls/buns,shopping bags",3,2105,15,"Sameh",35,"Hurghada","Credit"
"2363","pastry,candles",2,2410,14,"Magdy",36,"Sohag","Credit"
"2364","pork,hamburger meat",2,1177,2,"Mohamed",25,"Alexandria","Credit"
"2365","berries,other vegetables,whole milk,whipped/sour cream",4,2247,5,"Shimaa",55,"Port Said","Credit"
"2366","whole milk,yogurt,whipped/sour cream,sugar",4,1539,2,"Mohamed",25,"Alexandria","Credit"
"2367","ham,rolls/buns",2,1847,12,"Eman",23,"Aswan","Credit"
"2368","packaged fruit/vegetables,processed cheese,frozen vegetables,bottled water,fruit/vegetable juice,snack products,candy",7,1165,2,"Mohamed",25,"Alexandria","Credit"
"2369","packaged fruit/vegetables",1,1690,4,"Adel",50,"Alexandria","Cash"
"2370","rolls/buns,canned beer",2,909,15,"Sameh",35,"Hurghada","Cash"
"2371","whole milk,butter milk,domestic eggs",3,1986,4,"Adel",50,"Alexandria","Credit"
"2372","whole milk",1,389,14,"Magdy",36,"Sohag","Cash"
"2373","sausage,pork,berries,other vegetables,whole milk,rolls/buns,brown bread,roll products ,margarine,sweet spreads,softener",11,1740,4,"Adel",50,"Alexandria","Cash"
"2374","white bread,flour,oil,sugar,coffee,bottled water,salty snack",7,1119,10,"Samy",55,"Alexandria","Cash"
"2375","rolls/buns,bottled water",2,2257,5,"Shimaa",55,"Port Said","Credit"
"2376","bottled water",1,2389,6,"Walaa",29,"Cairo","Credit"
"2377","other vegetables,soda,bottled beer,shopping bags",4,802,4,"Adel",50,"Alexandria","Credit"
"2378","frankfurter,rolls/buns,napkins",3,362,6,"Walaa",29,"Cairo","Credit"
"2379","frankfurter,rolls/buns,salt,canned beer,newspapers",5,2463,11,"Hanan",22,"Fayoum","Credit"
"2380","frankfurter,butter,rolls/buns,semi-finished bread,misc. beverages,shopping bags",6,1966,1,"Farida",22,"Cairo","Credit"
"2381","rolls/buns,pastry,soda",3,2299,14,"Magdy",36,"Sohag","Credit"
"2382","sausage,coffee,bottled water",3,1624,4,"Adel",50,"Alexandria","Credit"
"2383","brown bread,bottled water,bottled beer",3,2175,4,"Adel",50,"Alexandria","Cash"
"2384","UHT-milk,margarine,bottled water,soda",4,1790,3,"Ahmed",30,"Giza","Cash"
"2385","pip fruit,yogurt",2,2140,8,"Rania",37,"Dakahlia","Cash"
"2386","whole milk,coffee",2,892,3,"Ahmed",30,"Giza","Cash"
"2387","processed cheese",1,107,14,"Magdy",36,"Sohag","Credit"
"2388","hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,zwieback,margarine,flower (seeds)",8,1977,15,"Sameh",35,"Hurghada","Cash"
"2389","beef,root vegetables,herbs,curd,rolls/buns,bottled beer",6,1729,14,"Magdy",36,"Sohag","Credit"
"2390","whole milk,brown bread,bottled beer",3,1726,6,"Walaa",29,"Cairo","Cash"
"2391","hamburger meat,citrus fruit,other vegetables,whole milk,curd,yogurt,misc. beverages",7,1234,9,"Maged",60,"Hurghada","Cash"
"2392","pasta,fruit/vegetable juice",2,1675,3,"Ahmed",30,"Giza","Cash"
"2393","tropical fruit,butter,brown bread",3,1751,5,"Shimaa",55,"Port Said","Cash"
"2394","whole milk,bottled water",2,315,11,"Hanan",22,"Fayoum","Cash"
"2395","sausage",1,1634,7,"Huda",39,"Gharbia","Cash"
"2396","rolls/buns,soda,specialty bar",3,372,13,"Sayed",37,"Cairo","Cash"
"2397","sliced cheese,rolls/buns,canned beer",3,211,15,"Sameh",35,"Hurghada","Credit"
"2398","rolls/buns,fruit/vegetable juice,long life bakery product,newspapers",4,1989,4,"Adel",50,"Alexandria","Cash"
"2399","sausage",1,1129,15,"Sameh",35,"Hurghada","Cash"
"2400","pastry,fruit/vegetable juice",2,1616,5,"Shimaa",55,"Port Said","Cash"
"2401","rolls/buns,soda",2,2422,11,"Hanan",22,"Fayoum","Credit"
"2402","pork,beef,whole milk,condensed milk,domestic eggs,fruit/vegetable juice,sparkling wine,salty snack,waffles",9,523,5,"Shimaa",55,"Port Said","Cash"
"2403","other vegetables,UHT-milk,rolls/buns,pastry,bottled water,soda",6,213,1,"Farida",22,"Cairo","Credit"
"2404","domestic eggs,soda",2,656,9,"Maged",60,"Hurghada","Cash"
"2405","ham,beef,citrus fruit,tropical fruit,cream cheese ,bottled water,newspapers",7,337,14,"Magdy",36,"Sohag","Cash"
"2406","soda,canned beer",2,2103,7,"Huda",39,"Gharbia","Credit"
"2407","specialty chocolate",1,984,10,"Samy",55,"Alexandria","Cash"
"2408","pork",1,782,15,"Sameh",35,"Hurghada","Cash"
"2409","other vegetables",1,740,1,"Farida",22,"Cairo","Cash"
"2410","onions,whole milk,butter,frozen fish",4,108,11,"Hanan",22,"Fayoum","Cash"
"2411","tropical fruit,rolls/buns,bottled water",3,122,5,"Shimaa",55,"Port Said","Credit"
"2412","pip fruit,whole milk,curd,whipped/sour cream,salt",5,476,15,"Sameh",35,"Hurghada","Cash"
"2413","sausage,hamburger meat,tropical fruit,cream cheese ,fruit/vegetable juice",5,1496,10,"Samy",55,"Alexandria","Cash"
"2414","rolls/buns",1,1678,15,"Sameh",35,"Hurghada","Credit"
"2415","hamburger meat,root vegetables,other vegetables,roll products ",4,2156,9,"Maged",60,"Hurghada","Credit"
"2416","citrus fruit,tropical fruit,pip fruit,pastry,coffee,chocolate",6,1602,11,"Hanan",22,"Fayoum","Credit"
"2417","whole milk,yogurt,frozen potato products,brown bread,napkins",5,119,8,"Rania",37,"Dakahlia","Credit"
"2418","root vegetables,other vegetables",2,691,14,"Magdy",36,"Sohag","Credit"
"2419","chewing gum",1,1474,1,"Farida",22,"Cairo","Credit"
"2420","beef,root vegetables",2,1642,5,"Shimaa",55,"Port Said","Credit"
"2421","rolls/buns",1,2254,13,"Sayed",37,"Cairo","Cash"
"2422","citrus fruit,shopping bags",2,2207,4,"Adel",50,"Alexandria","Credit"
"2423","snack products,chocolate",2,1805,2,"Mohamed",25,"Alexandria","Cash"
"2424","sausage,ham,chicken,turkey,cake bar",5,2211,8,"Rania",37,"Dakahlia","Credit"
"2425","mustard",1,1931,8,"Rania",37,"Dakahlia","Credit"
"2426","sausage,pork,soda",3,195,8,"Rania",37,"Dakahlia","Cash"
"2427","frozen meals,frozen fish,chocolate",3,1889,6,"Walaa",29,"Cairo","Credit"
"2428","sausage,citrus fruit,other vegetables,yogurt,hard cheese,pastry,canned vegetables,soda",8,1098,12,"Eman",23,"Aswan","Cash"
"2429","spread cheese,rolls/buns",2,1627,14,"Magdy",36,"Sohag","Credit"
"2430","sausage,rolls/buns,soda",3,2384,15,"Sameh",35,"Hurghada","Cash"
"2431","herbs,whole milk",2,1325,6,"Walaa",29,"Cairo","Credit"
"2432","tropical fruit,other vegetables",2,1628,12,"Eman",23,"Aswan","Credit"
"2433","frankfurter,meat,hamburger meat,citrus fruit,whole milk,cream cheese ,domestic eggs,pastry,dishes",9,913,14,"Magdy",36,"Sohag","Credit"
"2434","domestic eggs,margarine,bottled water",3,1237,6,"Walaa",29,"Cairo","Credit"
"2435","sausage,other vegetables",2,397,8,"Rania",37,"Dakahlia","Cash"
"2436","citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,specialty cheese",6,2228,15,"Sameh",35,"Hurghada","Cash"
"2437","pip fruit,root vegetables,butter milk,frozen vegetables,rolls/buns,misc. beverages,fruit/vegetable juice,newspapers,pot plants",9,1242,10,"Samy",55,"Alexandria","Credit"
"2438","onions,yogurt,flour,sugar,bottled water,fruit/vegetable juice,red/blush wine,hair spray",8,1921,11,"Hanan",22,"Fayoum","Credit"
"2439","frankfurter,domestic eggs,rolls/buns",3,2201,14,"Magdy",36,"Sohag","Cash"
"2440","shopping bags",1,2270,4,"Adel",50,"Alexandria","Cash"
"2441","bottled beer",1,1659,15,"Sameh",35,"Hurghada","Credit"
"2442","frankfurter,root vegetables,onions,condensed milk,mayonnaise,frozen vegetables,Instant food products",7,1313,5,"Shimaa",55,"Port Said","Cash"
"2443","whole milk,spread cheese",2,178,12,"Eman",23,"Aswan","Cash"
"2444","soda,hygiene articles,napkins",3,2277,15,"Sameh",35,"Hurghada","Cash"
"2446","bottled water,chocolate",2,377,1,"Farida",22,"Cairo","Credit"
"2447","sausage",1,646,15,"Sameh",35,"Hurghada","Cash"
"2448","ice cream",1,1059,11,"Hanan",22,"Fayoum","Cash"
"2449","tropical fruit,cat food,bottled water,soda,bottled beer,white wine,hygiene articles",7,2411,9,"Maged",60,"Hurghada","Cash"
"2450","whole milk,frozen vegetables",2,2398,4,"Adel",50,"Alexandria","Credit"
"2451","yogurt,pastry,canned beer,red/blush wine",4,2327,4,"Adel",50,"Alexandria","Credit"
"2452","herbs,misc. beverages,shopping bags",3,1294,15,"Sameh",35,"Hurghada","Credit"
"2453","whole milk,tea,bottled beer,napkins,cling film/bags",5,705,13,"Sayed",37,"Cairo","Credit"
"2454","meat,curd,white bread",3,2149,3,"Ahmed",30,"Giza","Cash"
"2455","frankfurter,pip fruit,other vegetables,whole milk,butter,yogurt,fruit/vegetable juice,shopping bags",8,2429,2,"Mohamed",25,"Alexandria","Cash"
"2456","citrus fruit,whole milk,yogurt,softener,hygiene articles",5,422,11,"Hanan",22,"Fayoum","Cash"
"2457","canned beer,candy",2,1024,3,"Ahmed",30,"Giza","Credit"
"2458","chicken,soda,canned beer,liquor (appetizer),newspapers",5,1681,15,"Sameh",35,"Hurghada","Cash"
"2459","yogurt,waffles",2,1250,3,"Ahmed",30,"Giza","Credit"
"2460","beef,yogurt,spread cheese,margarine,salty snack",5,297,4,"Adel",50,"Alexandria","Credit"
"2461","whipped/sour cream,candy",2,1935,3,"Ahmed",30,"Giza","Credit"
"2462","pip fruit,root vegetables,whole milk,whipped/sour cream,processed cheese,white bread,flour,fruit/vegetable juice,napkins",9,1141,3,"Ahmed",30,"Giza","Credit"
"2463","frankfurter,whole milk,rolls/buns,pastry,soda,specialty chocolate",6,320,12,"Eman",23,"Aswan","Cash"
"2464","soda",1,1749,9,"Maged",60,"Hurghada","Cash"
"2465","pip fruit,yogurt,bottled water,canned beer,chewing gum,napkins",6,997,4,"Adel",50,"Alexandria","Credit"
"2466","citrus fruit,tropical fruit,whipped/sour cream,rolls/buns,candy,newspapers",6,1706,9,"Maged",60,"Hurghada","Credit"
"2467","whole milk",1,1376,5,"Shimaa",55,"Port Said","Cash"
"2468","root vegetables,onions,other vegetables,whole milk,whipped/sour cream,specialty cheese,frozen meals,rolls/buns,white bread,pastry,canned vegetables,sweet spreads",12,2122,11,"Hanan",22,"Fayoum","Cash"
"2469","sausage,whipped/sour cream,white bread,baking powder",4,1833,3,"Ahmed",30,"Giza","Cash"
"2471","soda",1,1933,1,"Farida",22,"Cairo","Cash"
"2472","root vegetables,liquor,shopping bags",3,2031,9,"Maged",60,"Hurghada","Credit"
"2473","other vegetables,cream cheese ,white bread,jam,coffee,bottled water,soda,fruit/vegetable juice,canned beer,red/blush wine,cling film/bags",11,970,14,"Magdy",36,"Sohag","Cash"
"2474","tropical fruit,whole milk,spread cheese,cat food,coffee,bottled water,soda,misc. beverages,fruit/vegetable juice,shopping bags",10,1111,3,"Ahmed",30,"Giza","Cash"
"2475","butter,oil,cling film/bags",3,699,14,"Magdy",36,"Sohag","Cash"
"2476","sausage,pip fruit,hard cheese,rolls/buns,soda",5,2463,14,"Magdy",36,"Sohag","Credit"
"2477","butter",1,744,8,"Rania",37,"Dakahlia","Cash"
"2478","whole milk,brown bread,chocolate,house keeping products,newspapers",5,1325,14,"Magdy",36,"Sohag","Credit"
"2479","other vegetables,whole milk,whipped/sour cream,specialty cheese,white bread,cat food,bottled water",7,581,5,"Shimaa",55,"Port Said","Credit"
"2480","whole milk,yogurt,pastry,soda,misc. beverages,shopping bags",6,1464,5,"Shimaa",55,"Port Said","Credit"
"2481","white bread",1,2240,10,"Samy",55,"Alexandria","Credit"
"2482","pork",1,356,4,"Adel",50,"Alexandria","Credit"
"2483","whipped/sour cream,sliced cheese,frozen dessert,hygiene articles,napkins",5,2382,9,"Maged",60,"Hurghada","Credit"
"2484","yogurt,frozen fish,ice cream",3,993,9,"Maged",60,"Hurghada","Credit"
"2485","butter milk,tea,fruit/vegetable juice,bottled beer,red/blush wine,shopping bags",6,1387,14,"Magdy",36,"Sohag","Credit"
"2486","yogurt,whipped/sour cream,hard cheese,ketchup",4,454,2,"Mohamed",25,"Alexandria","Cash"
"2487","other vegetables,whole milk,coffee",3,116,7,"Huda",39,"Gharbia","Credit"
"2488","pastry",1,1943,7,"Huda",39,"Gharbia","Credit"
"2489","yogurt,rolls/buns,misc. beverages",3,1342,1,"Farida",22,"Cairo","Credit"
"2490","citrus fruit,whole milk,butter,yogurt,zwieback,jam,dishes",7,552,11,"Hanan",22,"Fayoum","Cash"
"2491","condensed milk,coffee",2,385,10,"Samy",55,"Alexandria","Cash"
"2492","root vegetables,pastry",2,1543,13,"Sayed",37,"Cairo","Credit"
"2493","other vegetables,oil",2,1453,8,"Rania",37,"Dakahlia","Credit"
"2494","citrus fruit,rolls/buns,snack products",3,2451,5,"Shimaa",55,"Port Said","Credit"
"2495","frankfurter,photo/film",2,2310,15,"Sameh",35,"Hurghada","Cash"
"2496","sausage",1,2098,1,"Farida",22,"Cairo","Cash"
"2497","other vegetables",1,863,8,"Rania",37,"Dakahlia","Cash"
"2498","herbs",1,2255,6,"Walaa",29,"Cairo","Credit"
"2499","ham,pip fruit,other vegetables,cream cheese ,pastry,bottled beer",6,1091,3,"Ahmed",30,"Giza","Cash"
"2500","root vegetables,yogurt,beverages,flour",4,2483,4,"Adel",50,"Alexandria","Credit"
"2501","soda",1,1472,2,"Mohamed",25,"Alexandria","Credit"
"2502","sausage,beef,hamburger meat,yogurt,soft cheese,cream cheese ,domestic eggs,rolls/buns,pastry,instant coffee",10,1384,1,"Farida",22,"Cairo","Credit"
"2503","frankfurter,pip fruit,frozen vegetables,fruit/vegetable juice,nut snack",5,2288,7,"Huda",39,"Gharbia","Credit"
"2504","bottled water",1,809,3,"Ahmed",30,"Giza","Credit"
"2505","meat,citrus fruit,whole milk,spread cheese",4,370,11,"Hanan",22,"Fayoum","Credit"
"2506","ham,root vegetables,butter,bottled water,white wine",5,116,1,"Farida",22,"Cairo","Credit"
"2507","sugar,canned beer",2,1292,2,"Mohamed",25,"Alexandria","Credit"
"2508","chicken,citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk",6,1093,7,"Huda",39,"Gharbia","Credit"
"2509","UHT-milk,domestic eggs,sugar,fruit/vegetable juice,newspapers",5,843,11,"Hanan",22,"Fayoum","Credit"
"2510","beef,yogurt,rolls/buns,cat food,napkins,dishes,newspapers",7,1957,11,"Hanan",22,"Fayoum","Credit"
"2511","ham,domestic eggs,brown bread,bottled water,chocolate marshmallow,seasonal products,napkins,newspapers",8,961,3,"Ahmed",30,"Giza","Cash"
"2512","rolls/buns,zwieback,chocolate marshmallow,dishes",4,2173,14,"Magdy",36,"Sohag","Credit"
"2513","citrus fruit,yogurt,pastry,salt,margarine,specialty fat,cat food,specialty bar,dish cleaner",9,1802,10,"Samy",55,"Alexandria","Credit"
"2514","citrus fruit,tropical fruit,whole milk,yogurt,rolls/buns,pastry,semi-finished bread,bottled beer,napkins",9,1393,4,"Adel",50,"Alexandria","Cash"
"2515","cat food,coffee",2,103,9,"Maged",60,"Hurghada","Cash"
"2516","hard cheese,honey,candy",3,2281,6,"Walaa",29,"Cairo","Cash"
"2517","frankfurter,other vegetables,whole milk,yogurt,cream cheese ,rolls/buns,pastry,coffee",8,1057,10,"Samy",55,"Alexandria","Cash"
"2518","bottled beer",1,107,14,"Magdy",36,"Sohag","Credit"
"2519","yogurt,spread cheese,rolls/buns,soda,canned beer,shopping bags",6,1775,13,"Sayed",37,"Cairo","Cash"
"2521","rolls/buns,soda,newspapers",3,1040,12,"Eman",23,"Aswan","Credit"
"2522","whole milk,beverages,bottled water,soda,cake bar,newspapers",6,1743,1,"Farida",22,"Cairo","Cash"
"2523","meat,beef,onions,white wine,dishes",5,1499,15,"Sameh",35,"Hurghada","Credit"
"2524","curd,napkins",2,2497,3,"Ahmed",30,"Giza","Cash"
"2525","beverages,white bread,pastry,newspapers,shopping bags",5,884,10,"Samy",55,"Alexandria","Credit"
"2526","frankfurter,whole milk,UHT-milk,hard cheese,mayonnaise,rolls/buns,brown bread,margarine,newspapers",9,177,14,"Magdy",36,"Sohag","Credit"
"2527","sausage,pork,beef,root vegetables,butter,yogurt,spread cheese,rolls/buns,brown bread,pastry,oil,canned fish",12,645,6,"Walaa",29,"Cairo","Credit"
"2528","sausage,pip fruit,whole milk,rolls/buns,soda,chewing gum,shopping bags",7,2368,12,"Eman",23,"Aswan","Credit"
"2529","meat,other vegetables",2,1232,9,"Maged",60,"Hurghada","Cash"
"2530","sausage,tropical fruit,pip fruit,rolls/buns,pastry,margarine",6,377,6,"Walaa",29,"Cairo","Cash"
"2531","whole milk,rolls/buns,pastry",3,1776,7,"Huda",39,"Gharbia","Cash"
"2532","canned beer",1,1766,9,"Maged",60,"Hurghada","Cash"
"2534","long life bakery product",1,1354,3,"Ahmed",30,"Giza","Credit"
"2535","pork,butter,hard cheese,cream cheese ",4,1604,3,"Ahmed",30,"Giza","Credit"
"2537","bottled beer",1,2021,5,"Shimaa",55,"Port Said","Credit"
"2538","pork,tropical fruit,root vegetables,onions,other vegetables,shopping bags",6,2063,2,"Mohamed",25,"Alexandria","Cash"
"2539","bottled water,white wine,newspapers",3,1745,13,"Sayed",37,"Cairo","Cash"
"2540","whole milk,domestic eggs,brown bread,photo/film",4,695,4,"Adel",50,"Alexandria","Credit"
"2541","curd,dessert,soda,fruit/vegetable juice,candy,hygiene articles,shopping bags",7,245,13,"Sayed",37,"Cairo","Cash"
"2542","tropical fruit,pip fruit,UHT-milk,rolls/buns,pastry,salt",6,2020,4,"Adel",50,"Alexandria","Cash"
"2543","pip fruit,other vegetables,whole milk,yogurt,brown bread,pastry",6,1040,14,"Magdy",36,"Sohag","Credit"
"2544","chicken,beef,tropical fruit,root vegetables,onions,other vegetables,pickled vegetables,canned fish,bottled water,misc. beverages,fruit/vegetable juice,napkins",12,2007,11,"Hanan",22,"Fayoum","Cash"
"2545","whole milk,newspapers",2,2158,12,"Eman",23,"Aswan","Credit"
"2546","citrus fruit,other vegetables,yogurt,spread cheese,rolls/buns,soda,chocolate,newspapers",8,1130,13,"Sayed",37,"Cairo","Cash"
"2547","canned beer",1,2281,6,"Walaa",29,"Cairo","Credit"
"2548","pip fruit,nuts/prunes,root vegetables,condensed milk,rolls/buns,pickled vegetables,coffee,canned beer,liquor (appetizer)",9,1106,7,"Huda",39,"Gharbia","Cash"
"2549","photo/film",1,1691,15,"Sameh",35,"Hurghada","Cash"
"2550","root vegetables,other vegetables,frozen vegetables",3,2082,13,"Sayed",37,"Cairo","Credit"
"2551","frankfurter,tropical fruit,root vegetables,whole milk,butter,curd,yogurt",7,1589,8,"Rania",37,"Dakahlia","Credit"
"2552","yogurt,white wine,red/blush wine",3,2025,2,"Mohamed",25,"Alexandria","Cash"
"2553","UHT-milk,ice cream,domestic eggs,oil,soda,cling film/bags",6,1082,11,"Hanan",22,"Fayoum","Cash"
"2554","organic sausage,chicken,citrus fruit,grapes,other vegetables,butter,yogurt,whipped/sour cream,rolls/buns,seasonal products,hygiene articles",11,1911,13,"Sayed",37,"Cairo","Credit"
"2555","whole milk,whipped/sour cream",2,992,13,"Sayed",37,"Cairo","Credit"
"2556","meat,root vegetables,whole milk,newspapers",4,954,6,"Walaa",29,"Cairo","Credit"
